url,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,iFrame,Mouse_Over,Right_Click,Web_Forwards,count_special_characters,content_length,subdomain_count,tinyURL,whois_country,favicon_presence,status_code,Label
https://www.gadgetzone.com.my/,gadgetzone.com.my,0,0,0,0,0,0,0,1,1,1,0,7,118,4,0,0,0,403,1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,1,1,1,1,1,10,-1,5,0,0,0,-1,0
http://98.126.214.77/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,98.126.214.77,0,1,1,2,1,0,0,1,1,1,0,89,5288,4,0,0,0,404,0
http://ru.dictionarist.com/iconoclast,ru.dictionarist.com,0,0,0,1,0,0,0,1,1,1,1,6,-1,3,1,0,0,-1,1
http://smallbusiness.chron.com/enabling-google-chrome-menu-bar-78783.html,smallbusiness.chron.com,0,0,1,1,0,0,0,0,1,1,0,12,167,3,0,0,1,200,1
http://www.aegisit.net/dhl/DHL%20REVENGE%20BY%20ALIBOBO/,aegisit.net,0,0,1,2,0,0,0,1,1,1,0,11,162,3,0,0,0,404,0
https://coderwall.com/p/kvzbpa/don-t-use-array-foreach-use-for-instead,coderwall.com,0,0,1,3,0,0,0,0,1,1,0,14,-1,2,0,0,0,200,1
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html,afriquelemou.free.fr,0,0,1,3,0,0,0,1,1,1,0,10,365,3,0,1,0,200,0
http://www.wealthdaily.com/articles/nokia-stock/2147,wealthdaily.com,0,0,0,3,0,0,0,0,1,1,1,9,167,3,0,0,1,200,1
https://www.emploi-petrole.com/,emploi-petrole.com,0,0,0,0,0,0,1,0,1,1,0,7,-1,3,0,0,1,200,1
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67,lovetheedit.com,0,0,1,4,0,0,0,1,1,1,0,11,178,3,1,0,1,200,0
http://dic.academic.ru/dic.nsf/ruwiki/1425594,dic.academic.ru,0,0,0,3,0,0,0,0,1,1,0,9,162,3,0,1,1,200,1
http://www.biology4kids.com/files/cell2_activetran.html,biology4kids.com,0,0,1,2,0,0,0,0,1,1,0,9,5369,3,0,0,0,200,1
http://www.m9e4.com/labanquepostale.fr/service-mobile-pass/ac451/,m9e4.com,0,0,1,3,0,0,0,1,1,1,1,12,-1,3,0,1,0,-1,0
http://union-companies.000webhostapp.com/,union-companies.000webhostapp.com,0,0,0,0,0,0,1,0,1,1,0,7,16922,3,0,0,1,410,0
https://magalu-crediarioluiza.com/Produto_20203/produto.php?sku=1962067,magalu-crediarioluiza.com,0,0,1,2,0,0,1,1,1,1,1,10,-1,2,0,1,0,-1,0
https://drive.google.com/file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/,drive.google.com,0,0,1,4,0,0,0,0,1,1,0,11,83971,3,0,0,1,200,0
http://poligrafiapias.com/Secured-adobe/2b078be1175659f354b82191320e7c51/,poligrafiapias.com,0,0,1,2,0,0,0,1,1,1,0,8,-1,2,0,0,0,200,0
http://pay-pal-deutschland.zxc301.com/029188,pay-pal-deutschland.zxc301.com,0,0,0,1,0,0,1,1,1,1,1,8,-1,3,0,1,0,-1,0
http://www.myappwiz.com/home/redirect?targetUrl=https://livraisonspeed01.cloudaccess.host/wp-includes/DHMF0JCT17E1,myappwiz.com,0,0,1,2,1,0,0,1,1,1,1,16,-1,3,0,0,0,-1,0
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/c05f378d59c6ba8?cmd=_update&dispatch=c05f378d59c6ba805&locale=_US,support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,1,1,1,1,1,15,-1,5,0,0,0,-1,0
http://sma.naturealtree.com/mot?jk=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaXy0j2lj/linda.todd7@nhs.net,sma.naturealtree.com,0,1,1,1,0,0,0,1,1,1,1,11,-1,3,0,1,0,-1,0
http://www.kuchyne-volf.com/obrazky/dinds/alibaba/index/,kuchyne-volf.com,0,0,1,4,0,0,1,1,1,1,0,11,-1,3,0,0,1,200,0
https://www.namecheap.com/domains/registration.aspx,namecheap.com,0,0,0,2,0,0,0,0,1,1,0,8,0,3,0,0,1,200,1
http://littlee.com.au/alibaba/login.alibaba.com.php,littlee.com.au,0,0,0,2,0,0,0,0,1,1,0,10,-1,3,0,1,1,404,0
https://www.zeitschriften-abo.de/DE/NVG/,zeitschriften-abo.de,0,0,0,2,0,0,1,1,1,1,0,9,-1,3,0,1,0,404,1
http://www.gmfs.co.za/js/Gdocs/s/,gmfs.co.za,0,0,0,3,0,0,0,1,1,1,0,10,-1,4,0,1,0,404,0
https://security.radware.com/ddos-knowledge-center/DDoSPedia/command-and-control-server/,security.radware.com,0,0,1,3,0,0,0,0,1,1,0,14,0,3,0,0,1,200,1
https://www.iconfinder.com/icons/858729/computer_mouse_icon_computer_mouse_line_icon_mouse_mouse_icon_mouse_line_icon_icon,iconfinder.com,0,0,1,3,0,0,0,0,1,1,0,21,-1,3,0,0,1,200,1
http://www.audioenglish.org/dictionary/resolution.htm,audioenglish.org,0,0,0,2,0,0,0,0,1,1,0,8,162,3,0,0,1,200,1
https://amazon.co.jp.access.usid-9452.mixh.jp/,amazon.co.jp.access.usid-9452.mixh.jp,0,0,0,0,0,0,1,1,1,1,1,11,-1,7,0,1,0,-1,0
http://artemisbetguncel.blogspot.com,artemisbetguncel.blogspot.com,0,0,0,0,0,0,0,0,1,1,0,5,183,3,1,1,1,200,0
http://www.speedcamupdates.com/,speedcamupdates.com,0,0,0,0,0,0,0,0,1,1,0,6,-1,3,0,0,1,200,1
https://www.parkwhiz.com/p/new-york-parking/map/,parkwhiz.com,0,0,0,3,0,0,0,0,1,1,0,11,-1,3,0,0,1,200,1
https://oki.si/pkginfo/change/sitekeyverification.php?origin=cob&check=yes&destination=authentication,oki.si,0,0,1,3,0,0,0,1,1,1,0,11,1016,2,0,1,0,404,0
http://www.routeralley.com/guides/nat.pdf,routeralley.com,0,0,0,2,0,0,0,0,1,1,0,8,88963,3,0,0,0,200,1
http://transcript.login.2016.getwetusa.com/,transcript.login.2016.getwetusa.com,0,0,0,0,0,0,0,1,1,1,1,8,-1,5,0,1,0,-1,0
http://barbo.sk,barbo.sk,0,0,0,0,0,0,0,1,1,1,0,4,20,2,0,1,1,200,1
http://www.vpi.us/cat5-5e-6-standards.html,vpi.us,0,0,0,1,0,0,0,0,1,1,0,10,178,3,0,1,1,200,1
http://fitnessista.com/the-perfect-protein-pancake/,fitnessista.com,0,0,0,1,0,0,0,0,1,1,0,9,169,2,0,0,1,200,1
http://www.condos-at-the-beach.com/home/cad.html,condos-at-the-beach.com,0,0,0,2,0,0,1,1,1,1,0,11,162,3,0,0,0,404,0
http://animaldiversity.org/accounts/Mus_musculus/,animaldiversity.org,0,0,0,2,0,0,0,0,1,1,0,8,-1,2,0,0,1,200,1
https://eye-lucir.com/?d=,eye-lucir.com,0,0,0,0,0,0,1,0,1,1,0,7,-1,2,0,0,0,200,0
https://www.walmart.com/c/ep/cat6-ethernet-cables,walmart.com,0,0,0,3,0,0,0,1,1,1,0,10,21,3,1,0,0,200,1
http://science.howstuffworks.com/warp-speed2.htm,science.howstuffworks.com,0,0,0,1,0,0,0,0,1,1,0,8,167,3,0,0,1,200,1
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,strykertoyhaulers.com,0,1,1,4,0,0,0,1,1,1,1,15,-1,3,0,1,0,-1,0
http://maanprofessionals.nl//index.html,maanprofessionals.nl,0,0,0,1,1,0,0,1,1,1,1,7,-1,2,0,1,0,-1,0
http://www.sportshub.com.sg/Directions/Documents/Sports-Hub-Traffic-Brochure.pdf,sportshub.com.sg,0,0,1,3,0,0,0,0,1,1,0,13,-1,4,0,1,1,404,1
http://www.srnonline.com/show-clocks,srnonline.com,0,0,0,1,0,0,0,0,1,1,0,7,245,3,0,0,1,200,1
https://www.metal-supply.dk/,metal-supply.dk,0,0,0,0,0,0,1,0,1,1,0,7,-1,3,0,1,0,200,1
https://uxohd.app.link/rgofF0wPL4,uxohd.app.link,0,0,0,1,0,0,0,1,1,1,0,6,570,3,0,0,0,404,0
https://www.net.com.br/,net.com.br,0,0,0,0,0,0,0,0,1,1,0,7,328910,4,1,0,1,200,1
https://www.slideshare.net/ashamsvk/project-report-on-digital-media-marketing,slideshare.net,0,0,1,2,0,0,0,0,1,1,0,12,121980,3,0,0,1,200,1
https://www.evostore.com.np/IhrFall63417798752737518&cgi3-ViewKontakt-63417798752737518-007acctpagetype-63417798752737518=68119-problema&info@hoehne-buero.de.html&amp;data=02%7C01%7C%7C179ae50e4c144e3c228508d8170b3349%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637284684151373360&amp;sdata=T2/xt2zovdHmhQ/iQnm9NKstPU%206hPnRkQ4MGebgKZc=&amp,evostore.com.np,0,1,1,3,0,0,0,0,1,1,0,33,-1,4,0,0,1,404,0
https://3u8kstpg-97iuu3sdu.vercel.app/,3u8kstpg-97iuu3sdu.vercel.app,0,0,0,0,0,0,1,1,1,1,0,7,67,3,0,0,0,404,0
http://www.metalinjection.net/reviews/album-review-lord-mantis-death-mask,metalinjection.net,0,0,1,2,0,0,0,0,1,1,0,12,-1,3,0,0,1,200,1
https://www.youtube.com/user/PING,youtube.com,0,0,0,2,0,0,0,0,1,1,0,7,1003246,3,0,0,1,200,1
http://www.instohelp.com/assets_flight/libs/bootstrap/cmcst-wl.html,instohelp.com,0,0,1,4,0,0,0,1,1,1,0,12,106,3,0,0,0,200,0
https://learn.sparkfun.com/tutorials/16,learn.sparkfun.com,0,0,0,2,0,0,0,1,1,1,0,7,2093,3,0,0,0,405,1
https://www.workiva.com/,workiva.com,0,0,0,0,0,0,0,0,1,1,0,6,-1,3,0,0,1,200,1
https://www.jobchannel.ch/,jobchannel.ch,0,0,0,0,0,0,0,0,1,1,0,6,-1,3,0,1,1,200,1
https://fas.org/sgp/crs/misc/R42078.pdf,fas.org,0,0,0,4,0,0,0,0,1,1,0,9,162,2,0,0,0,200,1
http://www.neudorf-ole.irv.cc/4B374AA12276932A9FA724E6142E9BD1,neudorf-ole.irv.cc,0,0,1,1,0,0,1,1,1,1,1,8,-1,4,0,0,0,-1,0
http://rockysite.net/mobile/Login-Acc.php,rockysite.net,0,0,0,2,0,0,0,1,1,1,0,8,-1,2,0,0,0,404,0
https://safirbetgiristikla.blogspot.com/,safirbetgiristikla.blogspot.com,0,0,0,0,0,0,0,0,1,1,0,6,0,3,1,1,1,200,0
http://www.matrixlab-examples.com/line-segment.html,matrixlab-examples.com,0,0,0,1,0,0,1,0,1,1,0,9,-1,3,0,0,0,200,1
https://www.slant.co/topics/2404/~file-managers-for-windows,slant.co,0,0,1,3,0,0,0,0,1,1,0,12,4511,3,1,0,0,403,1
https://www.computerhope.com/jargon/p/paraport.htm,computerhope.com,0,0,0,3,0,0,0,0,1,1,0,9,-1,3,0,0,1,200,1
http://cartetitolare-it.www1.biz/portaleTitolares15/,cartetitolare-it.www1.biz,0,0,0,1,0,0,1,1,1,1,0,8,252,3,0,1,0,404,0
http://judithleoni.com/telecom-de/index.php,judithleoni.com,0,0,0,2,0,0,0,1,1,1,0,8,-1,2,0,0,0,403,0
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html,creditiperhabbogratissicuro100.blogspot.it,0,0,1,3,0,0,0,1,1,1,0,13,213,3,0,1,1,200,0
http://www.apkhere.com/app/com.smartprojects.ramoptimization,apkhere.com,0,0,1,2,0,0,0,0,1,1,0,9,-1,3,0,0,1,404,1
http://bangla.plus,bangla.plus,0,0,0,0,0,0,0,0,1,1,0,4,-1,2,0,0,1,200,1
https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=,visitor.constantcontact.com,0,0,1,3,0,0,0,0,1,1,0,13,-1,3,1,0,1,200,0
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,storage.cloud.google.com,0,1,1,2,0,0,0,0,1,1,1,14,0,4,1,0,0,200,0
